Periodic_Payment,Interest_Rate,Periods,Compounding_Frequency
3106.3370399913515,0.019822065688457888,22,semi-annual
4546.732883389809,0.027791287754319882,1,annual
4323.635191110303,0.018598625196301812,17,quarterly
1126.4217712816223,0.046320889802142697,10,monthly
3273.676171464864,0.047231174531641724,13,semi-annual
3436.6450574225723,0.012094718256911108,8,annual
4846.300577200326,0.039896508498682176,6,annual
1092.9465068354468,0.02756844272436728,13,monthly
3124.415083874516,0.04302319992717899,25,annual
1819.1254477434095,0.03361005207854516,20,quarterly
1214.6516251663563,0.022500191985749644,28,quarterly
3349.954098926893,0.011021397240747443,6,annual
4090.41657453121,0.04520634090735615,14,semi-annual
4099.461796900751,0.033785815330858074,29,annual
1121.153640623627,0.021922818789486254,27,annual
2627.7856010863575,0.01458876700112978,2,annual
1178.038508594482,0.03219897284564969,2,monthly
1991.354587963079,0.03805005534865087,23,quarterly
1771.5228110317935,0.03484380435570073,14,annual
1860.7303169686288,0.010661689966164532,15,monthly
2356.473656138114,0.04561367942944497,5,monthly
2109.6721673439934,0.027405196599077128,26,quarterly
4849.119645310393,0.012888215565895651,1,semi-annual
2409.628480037529,0.038448901761298976,7,semi-annual
4576.690061171888,0.02889421920235208,18,annual
1724.1666860837004,0.025416280662249456,8,quarterly
4054.9874687528572,0.03208095735646363,5,annual
1245.3821440985712,0.02307062772171326,21,monthly
2851.044917877365,0.019532611521861816,27,monthly
1022.0417609421038,0.04630689203639439,9,quarterly
4241.163052277744,0.04218285381168346,15,semi-annual
4801.944144151135,0.02331825241545541,25,quarterly
1140.4294833085826,0.021612808297813903,27,quarterly
4735.385445893258,0.04023212026246506,18,quarterly
4095.415565965412,0.04089049183765914,21,annual
2435.4463151711816,0.010243411810365793,29,quarterly
4635.5062048912205,0.044047746528547024,12,monthly
2185.0290850036035,0.027880758243112494,4,quarterly
2637.181248939048,0.01386994945762043,1,monthly
1386.8450487680866,0.03482853899152854,13,semi-annual
3627.755847600576,0.022831406667051225,20,semi-annual
1118.4033149690874,0.04716341351720137,24,monthly
2939.621100796149,0.04215182416856051,27,quarterly
3732.7674010101355,0.01671780680750399,21,monthly
4284.950403796443,0.04094352408625869,10,monthly
1599.7655584866486,0.020130480328138547,9,monthly
4016.3614649948695,0.021504138500220565,18,quarterly
3876.308094220118,0.049353207718675025,4,semi-annual
3238.2821364791366,0.014597790246938809,14,quarterly
3338.5783911514563,0.03978429271766643,13,semi-annual
1365.0828834271124,0.03980072058035054,24,semi-annual
3401.884172961521,0.01837638757610082,19,monthly
2526.0888282833293,0.045293252467284884,29,annual
4470.323405366587,0.013564174660311627,8,monthly
2252.395526943961,0.03867452072194726,13,semi-annual
3306.3803094540986,0.010013634498894435,17,annual
2706.2855988047777,0.03843528004178693,12,monthly
4505.047753001252,0.034742018405985585,23,monthly
2015.666667956756,0.025157107223868207,10,annual
1315.2094412378417,0.036002528964635364,24,annual
3994.6228839325586,0.03665582290252269,12,annual
2651.586467633286,0.034489365132952525,21,quarterly
3356.393436505166,0.018062553219677736,22,semi-annual
1105.5573268534044,0.022315654403422293,23,annual
4808.439165589609,0.044979078874594576,3,quarterly
4510.473509539906,0.043420655442391404,15,semi-annual
3495.47160230911,0.02346015045978064,23,quarterly
1068.1193684504722,0.04953807871148766,6,monthly
2511.905895931506,0.04787645838779688,16,quarterly
4915.186150968595,0.038490056959219955,8,monthly
3725.3214349609384,0.018236632212650233,26,quarterly
1643.9514452536764,0.019256725957847873,2,monthly
2842.3869946180025,0.029084421700638734,27,monthly
4866.950975373944,0.012993532945764469,23,annual
3138.8326976663734,0.045922868712226506,3,quarterly
1098.4581121192982,0.02632894770018892,29,annual
3479.088337103911,0.02428163459327401,5,annual
2084.8661237246392,0.02813377211196197,10,semi-annual
1395.3838075076173,0.04691707071370707,8,annual
2611.633778927572,0.04643828574280011,24,monthly
3234.0923897289795,0.020259095192341377,10,quarterly
1068.162872191211,0.03196278864447074,17,quarterly
3236.18723454379,0.027306733673304655,29,annual
3044.8125873585495,0.011836736810315683,27,annual
4175.633532395041,0.0309830285918652,6,quarterly
2694.199267261589,0.04070220639937077,14,semi-annual
3213.801718679545,0.04091328417653679,27,semi-annual
3968.0372162285053,0.03935811382613374,7,quarterly
4588.583487127782,0.018136453819238323,5,semi-annual
2520.1383040947503,0.012928338370762443,12,monthly
3406.533983132586,0.01676191495548273,19,monthly
3778.443613665527,0.010396597517758947,1,semi-annual
1173.0827057687848,0.04023145835964118,24,annual
4203.042033944539,0.018182647607571212,17,semi-annual
2509.7207408615755,0.02741757743235866,14,monthly
3680.9557657744394,0.013704452111187825,4,annual
2886.656264819796,0.031534960741748164,17,annual
3809.356570766829,0.02633769207003294,13,semi-annual
3897.323916943116,0.0209252494765435,28,quarterly
1766.2840539458693,0.04800107128266506,18,monthly
3648.696937145802,0.02241667194804388,8,semi-annual
4405.293751528348,0.036786897338879694,29,semi-annual
1942.2688020198993,0.04855110870327735,27,annual
4032.7338795755113,0.037919457707527526,13,quarterly
3535.3004526208942,0.03749548774270951,28,semi-annual
4820.504137890255,0.04133557916868135,9,monthly
2040.9863091670434,0.035997506638321915,6,quarterly
1617.111110632014,0.026366203233093,6,annual
2248.4840611267996,0.019359583738782223,6,monthly
2031.8351127916746,0.04826699871748662,26,semi-annual
4027.3310418940514,0.0358292331413531,28,monthly
3932.437215387193,0.01027891861975634,17,annual
3678.7396034213352,0.02503950288967672,16,semi-annual
1865.516457833951,0.01164768394111384,26,monthly
4447.227229756359,0.044290876085599944,2,monthly
4826.286223435711,0.01883053653186376,7,annual
3126.423272434578,0.03156428597860575,8,monthly
3597.4909225175434,0.018025143412089578,8,semi-annual
3002.7683960822487,0.035535052289145906,5,monthly
2134.2308604104155,0.03607529098772399,21,annual
2144.5904159864167,0.04059071383473645,9,monthly
2253.682090939653,0.03103199530911835,17,monthly
1763.400016656616,0.043302117876481666,12,annual
4607.69453051727,0.04047675549991639,21,quarterly
4433.592536186743,0.030670348558712354,2,semi-annual
2846.557445275347,0.0440946354142728,4,quarterly
2469.005650240682,0.014908431828848264,23,annual
4756.313426188394,0.015609861196079029,27,annual
1889.4938769312403,0.049595289000419596,14,annual
3214.1678378672063,0.01523149826869843,15,annual
1217.9926221686505,0.035227372638109114,4,annual
1764.808788069796,0.03556049600315224,19,annual
3416.107733438039,0.025483102238536923,11,quarterly
3648.734611376679,0.02742607230301096,1,semi-annual
3323.9832746929587,0.030680735434461946,1,annual
4478.405663997159,0.029068762283525812,9,monthly
4973.620883290988,0.03521707007347035,4,semi-annual
4055.447368611645,0.012540889932386397,3,semi-annual
2860.367136575035,0.019182278844462594,11,annual
4335.738677816411,0.032674934415410875,17,annual
1481.5495766640065,0.03250498893047077,14,quarterly
3733.082785783719,0.01966189231323752,20,annual
3073.351149813736,0.013718624095300945,22,annual
1712.2635450228736,0.018382059546703685,20,semi-annual
4891.734469120856,0.03118598099509661,4,semi-annual
2353.74967911499,0.02528454308458343,7,semi-annual
3461.6936238535336,0.0218326397109865,25,annual
4514.376950099808,0.011937267654735835,20,quarterly
3026.7553756592824,0.01210544197669409,28,monthly
1460.5514007057275,0.04250689434728506,7,monthly
4274.95633738916,0.03199179930863642,23,monthly
2412.855068235202,0.04733576533754665,29,annual
4932.267475567355,0.019828490520728506,18,monthly
4535.301785778232,0.015553535200289619,27,monthly
4413.797333395829,0.01120220067162113,27,annual
2425.0127101515977,0.0337398711084305,3,annual
4028.5191112362627,0.033741778088000995,12,monthly
4945.316252006355,0.018608494945648407,25,annual
3105.286447805325,0.026344161966849085,26,monthly
2882.9286198209265,0.014789330530682463,9,monthly
1058.6632838882833,0.015898737109579036,20,quarterly
3800.815074939745,0.03524582007380308,18,annual
4433.910274407416,0.022620597826266443,21,semi-annual
1989.8287443273198,0.022088004752356366,11,monthly
2260.0983084586273,0.034002851199777945,20,semi-annual
3002.7080853046255,0.019867185019155662,19,quarterly
1288.3206294460674,0.010641259429365611,6,annual
1358.569904394948,0.022220500532601863,8,quarterly
2684.443035552323,0.044960112317079436,13,annual
2044.8758108136867,0.045029393180776416,5,quarterly
2624.149210131074,0.04674573003151189,2,semi-annual
2817.545192399752,0.017731130984975266,8,semi-annual
4905.093586956473,0.03679382114358277,10,quarterly
4777.039280411349,0.02968818382605881,3,monthly
1558.9206061590644,0.02052674591197832,11,annual
4530.343894928986,0.03574790885934892,25,semi-annual
1320.8266493203141,0.034400842997088295,29,semi-annual
3030.5418788710163,0.015793547300693107,26,annual
1655.6396004390615,0.04043885998847614,25,quarterly
2463.5685814277363,0.04642564944663079,26,quarterly
3973.3609025946585,0.022359543462400416,23,monthly
2698.0219174274,0.013966847303639703,18,monthly
4227.805150285335,0.024539901978177167,22,annual
3875.2628441501674,0.04396480520769414,27,annual
4771.3577848440655,0.028490802635570883,20,semi-annual
3136.624082343509,0.04055688492444426,25,monthly
4208.591815951181,0.03341481674162658,25,monthly
2291.6284253482077,0.049030408308624186,28,semi-annual
2382.9833803594584,0.032283602440170145,20,annual
2602.041854326022,0.04130759890154306,1,semi-annual
2643.6629371923564,0.02538822351541485,10,quarterly
1413.0128826638982,0.027963787105464023,17,semi-annual
3076.3957573274542,0.02081118445529738,17,annual
1387.2128770761024,0.020146247906771837,24,monthly
4559.048543279056,0.03212114370707276,22,semi-annual
1247.3791328931725,0.03684828181380762,13,quarterly
2798.777721237235,0.011431104884883818,1,quarterly
2138.7762655617216,0.011565629003201247,15,annual
1619.4776626179164,0.011113731194459612,10,quarterly
4135.346763368849,0.03132801269218911,18,semi-annual
3859.7295956781027,0.03332895025417592,29,semi-annual
1583.7915607260525,0.03196480418565835,25,semi-annual
3531.062564425241,0.029360224142751114,8,semi-annual
4170.220669321784,0.03242048145053543,26,monthly
4093.328881479548,0.022040107887224738,10,monthly
1369.1183906534463,0.0465753836359461,13,quarterly
3742.050876183105,0.04403750283059472,18,semi-annual
3864.095683534308,0.0300311225733541,14,quarterly
4448.665068168109,0.034462390840022686,25,annual
3032.1773554599467,0.034390547835020706,6,monthly
2844.3760012134294,0.01963369169046801,28,monthly
4860.46529967788,0.01637689570125616,9,monthly
4186.049022955014,0.04559782474462144,10,annual
3234.923963225956,0.02565581178966477,9,quarterly
2322.468285245118,0.046350149429439935,2,monthly
4380.951984014043,0.037737163395811735,1,annual
2821.7455578576187,0.039265235222378035,16,quarterly
1370.7407686326424,0.017307043052282874,7,annual
2819.6170908537592,0.045508741181325446,4,monthly
4487.873584600586,0.04175815269874479,20,semi-annual
2793.128587577782,0.012339233109160968,5,semi-annual
1057.3965909614005,0.04598340482519747,7,monthly
3445.9412956658784,0.031815797621862034,2,semi-annual
4983.320013645594,0.037863327212882346,8,quarterly
4268.994336162047,0.04305701540684735,14,semi-annual
3468.9517864725917,0.01921312345826574,5,monthly
4657.59554719154,0.023730841817276936,12,semi-annual
4254.326726604248,0.042269681575211424,1,monthly
2994.557410960162,0.024848613900352784,9,annual
3364.881141629527,0.03615783198920925,11,semi-annual
3925.1712368120793,0.04275158905402192,8,semi-annual
4385.704655915459,0.04099237369411884,9,monthly
1232.7056095068456,0.034188497981165564,19,quarterly
4099.215428644604,0.04697386760285155,15,monthly
2790.013759912808,0.02191403837073625,13,monthly
3643.194241206163,0.027143730311953253,7,semi-annual
4058.5320438354,0.04090751592432829,4,quarterly
3158.0077001097934,0.040475713067272524,4,monthly
1634.0594023215963,0.03638433113665494,6,monthly
2638.1073260730645,0.01502347385349181,19,semi-annual
1307.4919750095191,0.03313848006321246,15,monthly
3757.2027646210554,0.048636043996973896,19,annual
4814.824727852334,0.020556914802160754,18,annual
4181.011248896748,0.012758915900015549,22,monthly
2559.1456911484747,0.010590695317022055,6,annual
3337.1659840219772,0.034137467576089486,10,annual
2216.802703387477,0.012085857819657903,20,annual
3164.18239821986,0.04700435092443555,16,semi-annual
2202.9076231385607,0.04536735894330166,11,semi-annual
3953.29902719444,0.04604835313786351,7,annual
2037.3660319481019,0.035929790585616884,21,semi-annual
4856.081561735578,0.011241041830678178,6,semi-annual
3647.7949286941257,0.03247374321758078,12,quarterly
1275.1113907353752,0.01310083790177632,23,quarterly
1043.1110540227726,0.013285638355472331,10,monthly
4988.185376820402,0.012227512855699622,29,quarterly
1882.0223128631742,0.014857765059716432,24,monthly
2250.2509938287103,0.031153427999734334,26,semi-annual
1833.6560568084335,0.032674975703596634,22,quarterly
4712.407089884729,0.04107502231060244,8,monthly
3608.051438674456,0.041329649537914744,18,quarterly
3017.545294224443,0.02192883184512184,18,monthly
3230.6032579702814,0.027785285546740965,11,quarterly
2271.491389196749,0.030342591663049368,2,annual
3456.7000094553655,0.010210639942031757,10,quarterly
2678.4014538197275,0.045091614185429285,16,quarterly
1796.9125856967166,0.029918469797432422,9,quarterly
3626.4203988395257,0.03316476873076676,6,quarterly
2495.3622770368484,0.01927489921992511,11,monthly
4140.265516468646,0.041041568127726025,5,monthly
2661.5798300381084,0.02445640697951515,15,annual
3033.0855001847854,0.037373275527210405,25,semi-annual
4149.8659167235855,0.030632517251275616,28,semi-annual
2791.5123716789244,0.04377153523020428,18,monthly
4864.884540496658,0.03126712813800918,1,monthly
4172.114668780447,0.04374461943603083,2,monthly
4305.721621259914,0.023191143831611576,14,semi-annual
4815.681866814911,0.02400345099315284,22,monthly
2555.40251537283,0.0383390883523384,27,monthly
3320.3210567286833,0.03766225369551207,27,monthly
3774.366963182414,0.014447743860964661,29,quarterly
3693.833934162523,0.022359183360659972,9,semi-annual
4811.747178244078,0.01514797133186526,13,semi-annual
2153.3945355133383,0.01933059288053208,27,semi-annual
2165.4461145039677,0.024882821164497852,3,annual
4672.017608156587,0.04921120071769274,24,semi-annual
4197.222566906239,0.02484874981276273,3,annual
1813.426496278391,0.027884798817950786,22,semi-annual
3280.1875123710706,0.013055971478110414,28,monthly
3983.054936385313,0.024849861816468134,28,annual
2412.1455617900365,0.022105990649630303,26,semi-annual
2737.5290048855604,0.02463897410121394,1,quarterly
3301.586446643572,0.014741177429956513,20,monthly
2868.4342301928423,0.0362759811836567,4,quarterly
4012.1695602761315,0.013106999748216696,21,monthly
1023.7550147322789,0.03785027112752206,14,annual
2738.530097564202,0.019437564598311086,4,annual
2350.3255013154862,0.03787312482510351,24,quarterly
3436.6562113193077,0.027940219000856983,3,semi-annual
4103.833767525439,0.048417304824719315,4,monthly
1304.580648806121,0.025592351545895276,6,annual
1632.2389344047697,0.04271653263540696,2,annual
3660.3264965681333,0.04756689595238494,20,monthly
3953.6097640616676,0.011493662210096414,10,monthly
3352.8071083153413,0.033985875754688866,1,annual
4931.213395871706,0.020394477743616166,7,semi-annual
2997.8459564262985,0.01936941613167889,22,monthly
1545.1693403905745,0.030459553376661598,27,semi-annual
3745.16424148432,0.04763194905728468,13,annual
3408.302088779192,0.0124769868692719,4,annual
3361.6859001210537,0.04836546509053899,8,semi-annual
3183.414540985593,0.04226371743456227,7,semi-annual
4756.382838198156,0.04600831620529575,29,semi-annual
1516.6255873062319,0.012014277339006623,5,semi-annual
1292.7891940999134,0.0220293688744122,29,quarterly
1616.4686775092791,0.014889113134801946,5,annual
1979.9608396198018,0.026061888855292918,19,monthly
3371.7852777458766,0.016942072278429237,10,annual
3449.7009963869373,0.012765476276736215,9,annual
1930.407509828337,0.03587868146614206,17,quarterly
2956.90199724375,0.03135982357007239,15,semi-annual
2928.247411070939,0.045278161079559176,9,annual
2812.4430651408998,0.01624162385373427,27,quarterly
4214.181179650633,0.02391506953127443,20,monthly
2886.7722795025275,0.033308988251290056,15,quarterly
4033.461983824664,0.013238784834711597,21,semi-annual
1665.9245272191922,0.04569012445725478,12,quarterly
3127.8693762926723,0.04863697738317216,18,semi-annual
4296.419104252782,0.031527341369759015,11,monthly
1710.8663356650306,0.04311644170406156,17,annual
2859.688674790649,0.02966736110583338,22,annual
3436.317264142867,0.013826665889226427,8,monthly
1739.0982993491493,0.0260768307867816,22,quarterly
4027.0624236456124,0.03102200949818329,13,annual
1315.9849911852698,0.03929328704082861,23,annual
4785.662035630875,0.015411148977880113,1,semi-annual
2872.8859768725433,0.027609226461525076,19,quarterly
2344.492345461906,0.037826075885493866,15,annual
1467.2280286505616,0.035315507726930165,14,quarterly
2730.386572271459,0.013361474957407986,12,annual
3639.216117563087,0.023457474464858366,17,semi-annual
1377.9491165695363,0.011913962870598276,9,annual
2225.0763806709942,0.0159846906054341,24,semi-annual
4344.070331090845,0.01836104603208625,16,quarterly
3584.724102393309,0.026607334141090025,24,semi-annual
1825.4920474304956,0.030033630078481886,29,semi-annual
1643.6391831723568,0.04291522123736023,15,semi-annual
4617.9401048036,0.041108052546399494,7,quarterly
2148.0808853639373,0.029998574866617757,24,monthly
1718.0006755945212,0.022378233094485077,20,monthly
4999.85607417041,0.015315438775035375,3,annual
2236.7673111116237,0.04533493937266672,16,monthly
1498.9607512374548,0.02825121896219184,23,monthly
2847.0305190117883,0.03473875971142967,6,semi-annual
2737.3804407939283,0.03781932710384982,28,semi-annual
4707.2099033213235,0.03979748521489464,28,monthly
1536.8197899052188,0.0429364189830252,8,monthly
1364.5456245172275,0.029622760679087604,7,quarterly
1371.9146836267205,0.02732992895717727,25,monthly
4617.149863288945,0.04011636894596973,28,monthly
2797.4767118443087,0.02445399964188461,13,monthly
1602.4261126209026,0.012183478031180606,17,monthly
3375.3203935171623,0.042637811739260956,8,annual
3150.4934226033283,0.036127209881917886,7,annual
1793.6269909955972,0.028364223774227114,13,annual
3412.152557705484,0.04921174920350578,7,semi-annual
2360.9249372677823,0.03704788258057562,13,quarterly
1953.4830709234798,0.015356989194189366,4,quarterly
3041.6024435961126,0.024030948851033723,17,annual
2166.5970460655503,0.0313997836265291,25,monthly
1888.559687044853,0.041695251200333495,1,annual
4518.889633198696,0.04409411623125921,9,quarterly
1623.050306293669,0.03365235648516626,4,quarterly
2122.35990913933,0.013091380082352048,16,annual
2544.553519399303,0.02499839755571022,5,annual
2094.553241200091,0.023522239308787794,16,semi-annual
1842.8425703110784,0.04520740334657994,8,annual
4084.584388218352,0.016141518677126935,8,monthly
2316.064634894326,0.020541115859882816,26,quarterly
1450.051830797354,0.01189136725212292,24,annual
3163.580649826783,0.02863592650798586,27,annual
1501.9539889456412,0.01645767788548859,7,quarterly
2430.078429763712,0.04906098850603369,11,semi-annual
4527.307049089135,0.027257310076859914,21,quarterly
2476.6447804248787,0.0462363419135998,27,quarterly
3530.035897153,0.018104169332651805,16,quarterly
3058.502144034525,0.032863389215470426,19,annual
1550.8993831119024,0.039643562403439574,21,monthly
3596.2783911633405,0.041791773382482966,29,monthly
4424.139987735225,0.03662100693211926,19,semi-annual
1372.8498961813762,0.04996079447676728,13,annual
4014.720356519166,0.03865168793056583,29,semi-annual
3760.8451260759125,0.03447042857872957,7,annual
4466.6422999885835,0.044991735413446775,9,annual
1416.367728533868,0.03872871317815824,22,semi-annual
2222.7815175867154,0.01521244614106173,21,annual
3777.1659489054964,0.04076039460745677,10,quarterly
1088.071915546601,0.016026816151784057,11,monthly
3936.3027109219547,0.015946951245713895,14,monthly
4431.914316004484,0.02161839985889801,15,semi-annual
2813.21620950703,0.03986313328077225,2,quarterly
2737.3196137066084,0.03337246355876363,18,quarterly
2113.875848277464,0.023841982476045055,3,monthly
1020.2074800203493,0.04203859407501035,13,semi-annual
1745.214066665424,0.013761754317450029,17,semi-annual
4919.4564736894845,0.021889560511284316,21,monthly
4469.144308485426,0.0439300566815064,27,quarterly
2066.0185549956855,0.024496220951134032,4,monthly
4854.995428484186,0.023050293656974967,24,quarterly
2470.8504638131435,0.03140520930645601,14,annual
2190.3414990047204,0.04634325514179739,4,quarterly
1611.2305417995408,0.04848358074754687,27,quarterly
4606.444278042696,0.013171144593372342,7,monthly
4947.969964267437,0.04793879060806767,4,semi-annual
2309.6456162107297,0.048431008365701175,12,semi-annual
3813.7216934337075,0.02397483927988001,24,annual
2341.2136392382185,0.010723146349646112,28,annual
1419.962957221821,0.024112535151538682,16,quarterly
2570.7692275292957,0.0408184116439916,15,monthly
3206.279843044704,0.014900701830893924,28,semi-annual
1492.067036705977,0.019789095631021443,4,monthly
4273.0910991590445,0.014784266535578659,13,monthly
2989.452467573158,0.011366561925860844,22,monthly
1937.531810018292,0.04350602516784728,21,monthly
3371.0383141717734,0.033872781084064274,10,monthly
4173.037224217609,0.04506863064167873,12,annual
2310.497396207903,0.014935055261941749,21,annual
3805.9052976023777,0.03720186906632611,15,semi-annual
2711.436719922749,0.03300181643812221,13,annual
4856.204675382403,0.04351164858868353,19,semi-annual
4083.7603464109266,0.029214466522248232,20,semi-annual
2425.403610088084,0.021499205965171846,11,monthly
1070.9918362470482,0.030327297588525495,23,monthly
3630.079581521712,0.029087050301338367,8,semi-annual
1791.4886343394091,0.037444943687984775,15,semi-annual
1487.516702596531,0.0477663094988558,8,monthly
4727.1058055871745,0.024664460363269122,23,quarterly
4999.795880859667,0.03283218975724386,28,annual
2079.5552822575405,0.02420819052804253,12,monthly
2207.074208663752,0.032311198177140836,7,quarterly
1659.9557569526748,0.046504071875210565,12,semi-annual
2830.7391037184952,0.02318123249072341,18,quarterly
4463.375039342991,0.047295276044849684,23,monthly
3806.0238084995112,0.040746885891597785,15,quarterly
4385.32623230635,0.03906731286020919,26,quarterly
1913.9266226943218,0.04223022321680296,22,monthly
3921.8242696339207,0.031757208759978846,17,annual
4674.106513584241,0.018228241932258107,27,monthly
2125.6644568575616,0.04958760236762725,23,annual
3762.6141743647404,0.021330863155621577,11,quarterly
2602.629646759418,0.021328867719618776,22,monthly
2160.9065806356903,0.031104415280564318,3,monthly
4878.493875017398,0.026448418903111365,14,annual
2394.5329198731706,0.013473544478698557,15,quarterly
1431.398725042749,0.02834042172676611,14,monthly
2554.3568384813425,0.023584953803186114,8,quarterly
2790.7131638399296,0.04658706498729926,11,monthly
4008.8433019969516,0.04576599062699645,1,annual
4799.657067788011,0.03422531056008017,23,quarterly
4268.22793517685,0.03850860769941045,29,quarterly
4723.765245020424,0.03352343492990594,9,quarterly
2900.2405198997244,0.019240820811422883,19,annual
3877.266272945737,0.04025905792854044,28,annual
2236.1983400496097,0.02086526303067667,14,annual
1278.3484340760717,0.024625171308225273,22,monthly
2461.894101303974,0.0437162075342297,23,quarterly
3791.6609133131906,0.02460191976617189,19,monthly
2098.488440992175,0.011925951554319547,21,quarterly
4445.623582566084,0.01095126989305415,29,semi-annual
4163.091399931607,0.039249502127985794,20,quarterly
1776.170196738412,0.01181046372739838,10,quarterly
2323.3470499632267,0.04982852193517258,19,monthly
4301.210470196367,0.04971194243798531,8,semi-annual
1975.7511580451976,0.02678371776926105,20,semi-annual
2326.4085826685223,0.019903201047606664,5,quarterly
2372.2677296923466,0.042303847195246755,25,quarterly
4204.168111303066,0.039210781734799735,21,quarterly
1148.1210624200671,0.0476017030817573,9,monthly
1295.1479324856573,0.01868970737592238,11,semi-annual
3313.8061926517503,0.04790935151997508,9,quarterly
2588.4479639842666,0.03394329073997594,11,monthly
3531.5412784428304,0.03211135669540679,11,quarterly
2065.8451047175313,0.03497157176224099,13,annual
4638.330709926243,0.0208390435269458,25,semi-annual
4043.7675486978246,0.02483899654267212,22,annual
1270.9848822015842,0.045374663517255547,24,semi-annual
4135.621909140136,0.03633285220719126,9,annual
4878.329489249005,0.044568596777911286,24,annual
4769.742482349891,0.021478919502101675,4,semi-annual
3941.935192101791,0.012934820006265824,16,semi-annual
1494.3750139248623,0.015406260471606368,4,annual
3304.3070633618163,0.020332725289800034,10,semi-annual
2136.930915361955,0.029770077915710916,14,semi-annual
4880.851774544989,0.017670176293687702,15,semi-annual
3869.9429014464376,0.03714337481551862,29,semi-annual
3443.062359149677,0.04112666745235625,17,monthly
3780.3521704189047,0.03852300853997043,22,monthly
2751.9165164387223,0.039113373961908234,27,semi-annual
2490.947005750427,0.03280740962056257,10,quarterly
4743.198317759857,0.039778908929041214,8,semi-annual
2327.708539170747,0.045391137002606455,16,quarterly
1165.7445269308773,0.035561617586093434,21,semi-annual
2603.3606166178297,0.04773567362619268,6,semi-annual
4161.361410486688,0.03239789483015364,15,monthly
3593.8734321956777,0.03669902641690797,17,semi-annual
4848.683101911499,0.029036577916260742,20,monthly
1424.8074704765504,0.032040093037952896,18,semi-annual
4646.185208917534,0.04018098404554352,3,monthly
2475.396775656249,0.049933585066462734,17,semi-annual
2896.010341687649,0.011904080553771604,22,quarterly
2713.928617956938,0.031873151001797655,23,quarterly
1465.8091243697659,0.02637519874856046,11,semi-annual
1991.1858229007548,0.04717804700771795,11,quarterly
3969.086276919168,0.016196648041955575,3,semi-annual
1092.0301673827807,0.042948595344279625,10,semi-annual
1535.551097545098,0.015216752884397554,8,monthly
1100.8406751654004,0.040914298562043774,8,monthly
4429.552229294197,0.045709927886133664,17,quarterly
3469.2993111271185,0.03986042070587703,1,annual
1679.7146484742352,0.0479778153449059,24,quarterly
4075.0888922150143,0.03401257700437762,17,quarterly
4867.202389806215,0.02123854646894536,8,annual
4738.241498120073,0.04469697510506538,17,quarterly
4686.190191248661,0.039988979032786975,28,quarterly
1031.240861622973,0.043537388169817934,28,semi-annual
3356.053955941114,0.031162749722885595,10,quarterly
2026.530466556117,0.043691537050295826,13,semi-annual
3258.588857239435,0.014606998204468268,13,monthly
2272.121156642219,0.04678544535794233,16,monthly
1614.6661710904505,0.019036858310498533,4,quarterly
2777.9748934333866,0.041421148757010834,13,quarterly
2980.3853087054936,0.010039299489892382,9,semi-annual
4959.062027390499,0.047189335656275005,9,semi-annual
1169.5515365541605,0.04806437388316311,2,annual
2204.6207955891064,0.047445271219526124,17,semi-annual
4407.575380353291,0.03194944856180003,1,semi-annual
3638.7819925041713,0.017085355335483776,26,semi-annual
4306.732127383583,0.013009384323331515,11,annual
3641.1636742391115,0.034890151515413914,17,annual
4038.1452365845316,0.03133599328555757,25,quarterly
2971.686999988229,0.02889099016292214,22,monthly
1819.51077159039,0.01409289197239004,1,annual
4240.0154433488,0.044983484310502475,5,annual
3271.2826186558764,0.03911315077146644,24,annual
1558.0207751473188,0.04497719594969523,17,monthly
4219.5761074834645,0.0256070878026178,17,quarterly
4834.343641450313,0.034653622663778354,6,monthly
2384.6554905138632,0.02917688612864091,13,monthly
2174.049008345774,0.04932794674001398,3,quarterly
1327.1007128302645,0.02559928290876288,10,semi-annual
3657.9649057976626,0.04262413333062264,25,monthly
4835.846473985986,0.03359125115210504,16,monthly
1543.9707599664305,0.022585623609197983,20,annual
2940.638525277262,0.026471823061545205,21,semi-annual
1392.9527386129914,0.02409332275100159,28,semi-annual
1136.4396148392632,0.04059867606020458,5,semi-annual
3658.004202670582,0.03666040490594446,26,monthly
4470.748701373992,0.014649138628397146,5,monthly
2350.282144504119,0.04095547890014604,15,monthly
4503.060697640397,0.028453922762884366,19,annual
1468.2123966041277,0.023060792207475374,4,monthly
1951.842727669905,0.02495563424502643,24,semi-annual
4606.426907626874,0.015203357831854204,6,annual
3034.039574762681,0.022492629689151146,26,monthly
3432.7695351880966,0.016929653905539507,17,annual
1152.0729301700317,0.02830425826121906,8,semi-annual
1513.5596405915558,0.03111650983884564,11,monthly
1223.1632500034127,0.049600784947628866,24,semi-annual
4620.002959798677,0.0407558867314045,4,semi-annual
1539.179855483788,0.031155755544148338,5,quarterly
4398.691306435018,0.02497313011084529,14,semi-annual
2404.1387974898125,0.016360276344643376,8,semi-annual
4202.38998546312,0.02517190746541464,24,annual
2460.1741898269893,0.03178319670188468,27,monthly
2070.736158771506,0.01711238797823704,1,quarterly
1374.642804756229,0.04599656201739075,20,semi-annual
2122.826362296535,0.035564686139586715,29,quarterly
2885.9188668691195,0.026201327168578745,19,quarterly
4270.035195587182,0.04177024545894107,27,semi-annual
2810.0598190747914,0.01538196303789873,7,semi-annual
4885.74229975047,0.04351138613859389,8,monthly
